EFFORTID,TRANSID,PROJECTCODE,Date,SITE,OBSERVER,END,ELAPSED,CLOUDS,RAIN,MOON,TRANSECT,COUNT,BAIT,CONFIG,HEIGHT,ARRAY,BI,T-ELAPSED,SPACING,ROW SPACINGl,COMMENTS
6370,32217,POST BT2 TRAP,6-Nov-09,NWFN,TJH,918,,30,10,,T,13,M,M,C,S,0,,16,16,
6370,32218,POST BT2 TRAP,6-Nov-09,NWFN,TJH,922,,30,10,,Z,13,M,M,C,S,2,,16,16,
6373,32230,POST BT2 TRAP,7-Nov-09,NWFN,EOW,753,,40,0,,Z,13,M,M,C,S,0,,16,16,
6373,32231,POST BT2 TRAP,7-Nov-09,NWFN,EOW,759,,40,0,,V,13,M,M,C,S,0,,16,16,
6373,32232,POST BT2 TRAP,7-Nov-09,NWFN,EOW,804,,40,0,,R,13,M,M,C,S,2,,16,16,
6373,32233,POST BT2 TRAP,7-Nov-09,NWFN,EOW,820,,40,0,,N,13,M,M,C,S,0,,16,16,
6373,32235,POST BT2 TRAP,7-Nov-09,NWFN,EOW,825,,40,0,,J,13,M,M,C,S,0,,16,16,
6373,32237,POST BT2 TRAP,7-Nov-09,NWFN,EOW,830,,40,0,,F,13,M,M,C,S,2,,16,16,
6375,32243,POST BT2 TRAP,7-Nov-09,NWFN,LEO,755,,40,0,,X,13,M,M,C,S,1,,16,16,
6375,32244,POST BT2 TRAP,7-Nov-09,NWFN,LEO,806,,40,0,,T,12,M,M,C,S,0,,16,16,ONE FLAP UP
6375,32245,POST BT2 TRAP,7-Nov-09,NWFN,LEO,811,,40,0,,P,13,M,M,C,S,0,,16,16,
6375,32246,POST BT2 TRAP,7-Nov-09,NWFN,LEO,816,,40,0,,L,13,M,M,C,S,1,,16,16,
6375,32247,POST BT2 TRAP,7-Nov-09,NWFN,LEO,830,,40,0,,H,13,M,M,C,S,0,,16,16,
6375,32248,POST BT2 TRAP,7-Nov-09,NWFN,LEO,835,,40,0,,D,13,M,M,C,S,0,,16,16,
6375,32249,POST BT2 TRAP,7-Nov-09,NWFN,LEO,839,,40,0,,B,13,M,M,C,S,3,,16,16,
6371,32219,POST BT2 TRAP,8-Nov-09,NWFN,BML,749,,15,0,,B,13,M,M,C,S,2,,16,16,
6371,32220,POST BT2 TRAP,8-Nov-09,NWFN,BML,810,,15,0,,F,13,M,M,C,S,2,,16,16,
6371,32221,POST BT2 TRAP,8-Nov-09,NWFN,BML,831,,15,0,,J,13,M,M,C,S,0,,16,16,
6371,32222,POST BT2 TRAP,8-Nov-09,NWFN,BML,836,,15,0,,N,13,M,M,C,S,0,,16,16,
6371,32223,POST BT2 TRAP,8-Nov-09,NWFN,BML,842,,15,0,,R,13,M,M,C,S,1,,16,16,
6371,32224,POST BT2 TRAP,8-Nov-09,NWFN,BML,856,,15,0,,V,13,M,M,C,S,0,,16,16,
6374,32234,POST BT2 TRAP,8-Nov-09,NWFN,TJH,748,,15,0,,D,13,M,M,C,S,0,,16,16,
6374,32236,POST BT2 TRAP,8-Nov-09,NWFN,TJH,756,,15,0,,H,13,M,M,C,S,0,,16,16,
6374,32238,POST BT2 TRAP,8-Nov-09,NWFN,TJH,804,,15,0,,L,13,M,M,C,S,1,,16,16,
6374,32239,POST BT2 TRAP,8-Nov-09,NWFN,TJH,816,,15,0,,P,13,M,M,C,S,0,,16,16,
6374,32240,POST BT2 TRAP,8-Nov-09,NWFN,TJH,825,,15,0,,T,13,M,M,C,S,2,,16,16,
6374,32241,POST BT2 TRAP,8-Nov-09,NWFN,TJH,845,,15,0,,X,13,M,M,C,S,1,,16,16,
6374,32242,POST BT2 TRAP,8-Nov-09,NWFN,TJH,855,,15,0,,Z,13,M,M,C,S,1,,16,16,
6377,32257,POST BT2 TRAP,9-Nov-09,NWFN,EOW,858,,40,0,,D,13,M,M,C,S,0,,16,16,
6377,32258,POST BT2 TRAP,9-Nov-09,NWFN,EOW,903,,40,0,,H,13,M,M,C,S,0,,16,16,
6377,32259,POST BT2 TRAP,9-Nov-09,NWFN,EOW,908,,40,0,,L,13,M,M,C,S,2,,16,16,
6377,32260,POST BT2 TRAP,9-Nov-09,NWFN,EOW,929,,40,0,,P,13,M,M,C,S,0,,16,16,
6377,32261,POST BT2 TRAP,9-Nov-09,NWFN,EOW,935,,40,0,,T,13,M,M,C,S,2,,16,16,
6377,32262,POST BT2 TRAP,9-Nov-09,NWFN,EOW,953,,40,0,,X,13,M,M,C,S,2,,16,16,
6376,32250,POST BT2 TRAP,9-Nov-09,NWFN,TJH,900,,40,0,,B,13,M,M,C,S,2,,16,16,
6376,32251,POST BT2 TRAP,9-Nov-09,NWFN,TJH,915,,40,0,,F,13,M,M,C,S,0,,16,16,
6376,32252,POST BT2 TRAP,9-Nov-09,NWFN,TJH,922,,40,0,,J,13,M,M,C,S,0,,16,16,
6376,32253,POST BT2 TRAP,9-Nov-09,NWFN,TJH,928,,40,0,,N,13,M,M,C,S,0,,16,16,
6376,32254,POST BT2 TRAP,9-Nov-09,NWFN,TJH,934,,40,0,,R,13,M,M,C,S,0,,16,16,
6376,32255,POST BT2 TRAP,9-Nov-09,NWFN,TJH,945,,40,0,,V,13,M,M,C,S,1,,16,16,
6376,32256,POST BT2 TRAP,9-Nov-09,NWFN,TJH,1003,,40,0,,Z,13,M,M,C,S,1,,16,16,
6378,32263,POST BT2 TRAP,10-Nov-09,NWFN,EOW,821,,50,0,,B,13,M,M,C,S,1,,16,16,
6378,32264,POST BT2 TRAP,10-Nov-09,NWFN,EOW,832,,50,0,,F,13,M,M,C,S,0,,16,16,
6378,32265,POST BT2 TRAP,10-Nov-09,NWFN,EOW,837,,50,0,,J,13,M,M,C,S,1,,16,16,
6378,32266,POST BT2 TRAP,10-Nov-09,NWFN,EOW,849,,50,0,,N,13,M,M,C,S,0,,16,16,
6378,32267,POST BT2 TRAP,10-Nov-09,NWFN,EOW,855,,50,0,,R,13,M,M,C,S,0,,16,16,
6378,32268,POST BT2 TRAP,10-Nov-09,NWFN,EOW,900,,50,0,,V,13,M,M,C,S,1,,16,16,
6378,32269,POST BT2 TRAP,10-Nov-09,NWFN,EOW,912,,50,0,,Z,13,M,M,C,S,1,,16,16,
6379,32270,POST BT2 TRAP,10-Nov-09,NWFN,LEO,821,,50,0,,D,13,M,M,C,S,0,,16,16,
6379,32271,POST BT2 TRAP,10-Nov-09,NWFN,LEO,830,,50,0,,H,13,M,M,C,S,0,,16,16,
6379,32272,POST BT2 TRAP,10-Nov-09,NWFN,LEO,842,,50,0,,L,13,M,M,C,S,0,,16,16,
6379,32273,POST BT2 TRAP,10-Nov-09,NWFN,LEO,856,,50,0,,P,13,M,M,C,S,0,,16,16,
6379,32274,POST BT2 TRAP,10-Nov-09,NWFN,LEO,904,,50,0,,T,13,M,M,C,S,0,,16,16,
6379,32275,POST BT2 TRAP,10-Nov-09,NWFN,LEO,914,,50,0,,X,13,M,M,C,S,2,,16,16,
6380,32276,POST BT2 TRAP,11-Nov-09,NWFN,BML,746,,50,0,,B,13,M,M,C,S,0,,16,16,
6380,32277,POST BT2 TRAP,11-Nov-09,NWFN,BML,755,,50,0,,F,13,M,M,C,S,0,,16,16,
6380,32278,POST BT2 TRAP,11-Nov-09,NWFN,BML,803,,50,0,,J,13,M,M,C,S,0,,16,16,
6380,32279,POST BT2 TRAP,11-Nov-09,NWFN,BML,810,,50,0,,N,13,M,M,C,S,0,,16,16,
6380,32280,POST BT2 TRAP,11-Nov-09,NWFN,BML,815,,50,0,,R,13,M,M,C,S,0,,16,16,
6380,32281,POST BT2 TRAP,11-Nov-09,NWFN,BML,822,,50,0,,V,13,M,M,C,S,0,,16,16,
6380,32282,POST BT2 TRAP,11-Nov-09,NWFN,BML,830,,50,0,,Z,13,M,M,C,S,0,,16,16,
6381,32283,POST BT2 TRAP,11-Nov-09,NWFN,EOW,748,,50,0,,D,13,M,M,C,S,0,,16,16,
6381,32284,POST BT2 TRAP,11-Nov-09,NWFN,EOW,752,,50,0,,H,13,M,M,C,S,0,,16,16,
6381,32285,POST BT2 TRAP,11-Nov-09,NWFN,EOW,757,,50,0,,L,13,M,M,C,S,0,,16,16,
6381,32286,POST BT2 TRAP,11-Nov-09,NWFN,EOW,803,,50,0,,P,13,M,M,C,S,2,,16,16,
6381,32287,POST BT2 TRAP,11-Nov-09,NWFN,EOW,822,,50,0,,T,13,M,M,C,S,0,,16,16,
6381,32288,POST BT2 TRAP,11-Nov-09,NWFN,EOW,827,,50,0,,X,13,M,M,C,S,2,,16,16,
6383,32293,POST BT2 TRAP,12-Nov-09,NWFN,EOW,914,,5,0,,J,13,M,M,C,S,0,,16,16,
6383,32294,POST BT2 TRAP,12-Nov-09,NWFN,EOW,941,,5,0,,L,13,M,M,C,S,1,,16,16,
6383,32295,POST BT2 TRAP,12-Nov-09,NWFN,EOW,1015,,5,0,,V,13,M,M,C,S,1,,16,16,
6383,32296,POST BT2 TRAP,12-Nov-09,NWFN,EOW,1046,,5,0,,X,13,M,M,C,S,3,,16,16,
6383,32297,POST BT2 TRAP,12-Nov-09,NWFN,EOW,1134,,5,0,,Z,12,M,M,C,S,1,,16,16,FLAP APPARATUS/HOUSING DETACHED
6384,32298,POST BT2 TRAP,12-Nov-09,NWFN,LEO,916,,5,0,,B,13,M,M,C,S,0,,16,16,
6384,32299,POST BT2 TRAP,12-Nov-09,NWFN,LEO,946,,5,0,,D,13,M,M,C,S,1,,16,16,
6384,32300,POST BT2 TRAP,12-Nov-09,NWFN,LEO,1030,,5,0,,N,13,M,M,C,S,0,,16,16,
6384,32301,POST BT2 TRAP,12-Nov-09,NWFN,LEO,1101,,5,0,,P,13,M,M,C,S,0,,16,16,
6382,32289,POST BT2 TRAP,12-Nov-09,NWFN,TJH,917,,5,0,,F,13,M,M,C,S,1,,16,16,
6382,32290,POST BT2 TRAP,12-Nov-09,NWFN,TJH,952,,5,0,,H,13,M,M,C,S,0,,16,16,
6382,32291,POST BT2 TRAP,12-Nov-09,NWFN,TJH,1030,,5,0,,R,13,M,M,C,S,3,,16,16,
6382,32292,POST BT2 TRAP,12-Nov-09,NWFN,TJH,1112,,5,0,,T,13,M,M,C,S,0,,16,16,
6385,32302,POST BT2 TRAP,13-Nov-09,NWFN,EOW,837,,50,0,,X,13,M,M,C,S,0,,16,16,
6385,32303,POST BT2 TRAP,13-Nov-09,NWFN,EOW,843,,50,0,,T,13,M,M,C,S,0,,16,16,
6385,32304,POST BT2 TRAP,13-Nov-09,NWFN,EOW,848,,50,0,,P,13,M,M,C,S,0,,16,16,
6385,32305,POST BT2 TRAP,13-Nov-09,NWFN,EOW,854,,50,0,,L,13,M,M,C,S,0,,16,16,
6385,32306,POST BT2 TRAP,13-Nov-09,NWFN,EOW,901,,50,0,,H,13,M,M,C,S,0,,16,16,
6385,32307,POST BT2 TRAP,13-Nov-09,NWFN,EOW,906,,50,0,,D,13,M,M,C,S,0,,16,16,
6385,32308,POST BT2 TRAP,13-Nov-09,NWFN,EOW,911,,50,0,,B,12,M,M,C,S,0,,16,16,FLAP STUCK OPEN
6385,32309,POST BT2 TRAP,13-Nov-09,NWFN,EOW,916,,50,0,,F,13,M,M,C,S,0,,16,16,
6386,32310,POST BT2 TRAP,13-Nov-09,NWFN,TJH,839,,50,0,,Z,13,M,M,C,S,3,,16,16,
6386,32311,POST BT2 TRAP,13-Nov-09,NWFN,TJH,856,,50,0,,V,13,M,M,C,S,0,,16,16,
6386,32312,POST BT2 TRAP,13-Nov-09,NWFN,TJH,901,,50,0,,R,13,M,M,C,S,0,,16,16,
6386,32313,POST BT2 TRAP,13-Nov-09,NWFN,TJH,905,,50,0,,N,13,M,M,C,S,2,,16,16,
6386,32314,POST BT2 TRAP,13-Nov-09,NWFN,TJH,916,,50,0,,J,13,M,M,C,S,0,,16,16,
6393,32346,POST BT2 TRAP,14-Nov-09,NWFN,SRS,751,,45,0,,Z,13,M,M,C,S,1,,16,16,
6393,32347,POST BT2 TRAP,14-Nov-09,NWFN,SRS,828,,45,0,,R,13,M,M,C,S,1,,16,16,
6393,32348,POST BT2 TRAP,14-Nov-09,NWFN,SRS,823,,45,0,,T,13,M,M,C,S,0,,16,16,
6393,32349,POST BT2 TRAP,14-Nov-09,NWFN,SRS,817,,45,0,,V,13,M,M,C,S,0,,16,16,
6393,32350,POST BT2 TRAP,14-Nov-09,NWFN,SRS,804,,45,0,,X,13,M,M,C,S,1,,16,16,
6389,32320,POST BT2 TRAP,14-Nov-09,NWFN,TJH,801,,45,0,,D,13,M,M,C,S,1,,16,16,
6389,32324,POST BT2 TRAP,14-Nov-09,NWFN,TJH,755,,45,0,,B,13,M,M,C,S,0,,16,16,
6389,32325,POST BT2 TRAP,14-Nov-09,NWFN,TJH,811,,45,0,,F,13,M,M,C,S,0,,16,16,
6389,32327,POST BT2 TRAP,14-Nov-09,NWFN,TJH,816,,45,0,,H,13,M,M,C,S,0,,16,16,
6389,32328,POST BT2 TRAP,14-Nov-09,NWFN,TJH,821,,45,0,,J,13,M,M,C,S,0,,16,16,
6389,32330,POST BT2 TRAP,14-Nov-09,NWFN,TJH,825,,45,0,,L,13,M,M,C,S,0,,16,16,
6389,32331,POST BT2 TRAP,14-Nov-09,NWFN,TJH,831,,45,0,,N,13,M,M,C,S,0,,16,16,
6389,32333,POST BT2 TRAP,14-Nov-09,NWFN,TJH,836,,45,0,,P,13,M,M,C,S,1,,16,16,
6392,32340,POST BT2 TRAP,15-Nov-09,NWFN,LEO,752,,15,0,,D,13,M,M,C,S,0,,16,16,
6392,32341,POST BT2 TRAP,15-Nov-09,NWFN,LEO,757,,15,0,,H,13,M,M,C,S,0,,16,16,
6392,32342,POST BT2 TRAP,15-Nov-09,NWFN,LEO,803,,15,0,,L,13,M,M,C,S,1,,16,16,
6392,32343,POST BT2 TRAP,15-Nov-09,NWFN,LEO,815,,15,0,,P,13,M,M,C,S,0,,16,16,
6392,32344,POST BT2 TRAP,15-Nov-09,NWFN,LEO,821,,15,0,,T,13,M,M,C,S,1,,16,16,
6392,32345,POST BT2 TRAP,15-Nov-09,NWFN,LEO,835,,15,0,,X,13,M,M,C,S,3,,16,16,
6394,32351,POST BT2 TRAP,15-Nov-09,NWFN,SRS,751,,15,0,,B,13,M,M,C,S,2,,16,16,
6394,32352,POST BT2 TRAP,15-Nov-09,NWFN,SRS,811,,15,0,,F,13,M,M,C,S,0,,16,16,
6394,32353,POST BT2 TRAP,15-Nov-09,NWFN,SRS,817,,15,0,,J,13,M,M,C,S,0,,16,16,
6394,32354,POST BT2 TRAP,15-Nov-09,NWFN,SRS,822,,15,0,,N,13,M,M,C,S,1,,16,16,
6394,32355,POST BT2 TRAP,15-Nov-09,NWFN,SRS,837,,15,0,,R,13,M,M,C,S,1,,16,16,
6394,32356,POST BT2 TRAP,15-Nov-09,NWFN,SRS,852,,15,0,,V,13,M,M,C,S,0,,16,16,
6394,32357,POST BT2 TRAP,15-Nov-09,NWFN,SRS,858,,15,0,,Z,13,M,M,C,S,0,,16,16,
6388,32319,POST BT2 TRAP,16-Nov-09,NWFN,BML,826,,35,0,,Z,13,M,M,C,S,2,,16,16,
6388,32321,POST BT2 TRAP,16-Nov-09,NWFN,BML,844,,35,0,,T,13,M,M,C,S,0,,16,16,
6388,32322,POST BT2 TRAP,16-Nov-09,NWFN,BML,849,,35,0,,N,13,M,M,C,S,0,,16,16,
6388,32323,POST BT2 TRAP,16-Nov-09,NWFN,BML,855,,35,0,,H,13,M,M,C,S,1,,16,16,
6387,32315,POST BT2 TRAP,16-Nov-09,NWFN,EOW,828,,35,0,,X,13,M,M,C,S,1,,16,16,
6387,32316,POST BT2 TRAP,16-Nov-09,NWFN,EOW,839,,35,0,,R,13,M,M,C,S,1,,16,16,
6387,32317,POST BT2 TRAP,16-Nov-09,NWFN,EOW,851,,35,0,,L,13,M,M,C,S,1,,16,16,
6387,32318,POST BT2 TRAP,16-Nov-09,NWFN,EOW,856,,35,0,,F,13,M,M,C,S,0,,16,16,
6391,32335,POST BT2 TRAP,16-Nov-09,NWFN,TJH,830,,35,0,,V,13,M,M,C,S,0,,16,16,
6391,32336,POST BT2 TRAP,16-Nov-09,NWFN,TJH,836,,35,0,,P,13,M,M,C,S,0,,16,16,
6391,32337,POST BT2 TRAP,16-Nov-09,NWFN,TJH,842,,35,0,,J,13,M,M,C,S,0,,16,16,
6391,32338,POST BT2 TRAP,16-Nov-09,NWFN,TJH,849,,35,0,,D,13,M,M,C,S,1,,16,16,
6391,32339,POST BT2 TRAP,16-Nov-09,NWFN,TJH,900,,35,0,,B,12,M,M,C,S,0,,16,16,"Trap left cracked open, mice chamber open no mouse."
8762,41450,POST KB TRAP 1,24-May-12,NWFN,EMS,805,,100,11,,L,13,M,M,C,S,0,,16,16,
8762,41451,POST KB TRAP 1,24-May-12,NWFN,EMS,744,,100,11,,P,13,M,M,C,S,0,,16,16,
8760,41445,POST KB TRAP 1,24-May-12,NWFN,MJC,724,,100,11,,B,13,M,M,C,S,0,,16,16,
8760,41446,POST KB TRAP 1,24-May-12,NWFN,MJC,732,,100,11,,F,12,M,M,C,S,1,,16,16,TRAP DOOR STUCK OPEN.
8760,41447,POST KB TRAP 1,24-May-12,NWFN,MJC,750,,100,11,,J,13,M,M,C,S,1,,16,16,
8763,41452,POST KB TRAP 1,24-May-12,NWFN,PML,722,,100,11,,R,12,M,M,C,S,1,,16,16,"TRAP DOOR BENT OPEN, FIXED"
8763,41453,POST KB TRAP 1,24-May-12,NWFN,PML,743,,100,11,,N,13,M,M,C,S,1,,16,16,
8758,41440,POST KB TRAP 1,24-May-12,NWFN,RDW,738,,100,11,,V,13,M,M,C,S,1,,16,16,
8758,41442,POST KB TRAP 1,24-May-12,NWFN,RDW,757,,100,11,,T,13,M,M,C,S,0,,16,16,
8761,41448,POST KB TRAP 1,24-May-12,NWFN,RGL,732,,100,11,,D,13,M,M,C,S,0,,16,16,
8761,41449,POST KB TRAP 1,24-May-12,NWFN,RGL,750,,100,11,,H,13,M,M,C,S,2,,16,16,
8759,41441,POST KB TRAP 1,24-May-12,NWFN,TJH,722,,100,11,,Z,13,M,M,C,S,1,,16,16,
8759,41443,POST KB TRAP 1,24-May-12,NWFN,TJH,738,,100,11,,X,13,M,M,C,S,0,,16,16,
8764,41454,POST KB TRAP 1,25-May-12,NWFN,EMS,725,,85,10,,R,13,M,M,C,S,0,,16,16,
8764,41455,POST KB TRAP 1,25-May-12,NWFN,EMS,721,,85,10,,T,13,M,M,C,S,0,,16,16,
8764,41456,POST KB TRAP 1,25-May-12,NWFN,EMS,729,,85,10,,Z,13,M,M,C,S,1,,16,16,
8768,41463,POST KB TRAP 1,25-May-12,NWFN,MJC,722,,85,10,,V,13,M,M,C,S,1,,16,16,
8768,41464,POST KB TRAP 1,25-May-12,NWFN,MJC,738,,85,10,,X,13,M,M,C,S,0,,16,16,
8769,41465,POST KB TRAP 1,25-May-12,NWFN,PML,721,,85,10,,B,13,M,M,C,S,0,,16,16,
8769,41466,POST KB TRAP 1,25-May-12,NWFN,PML,727,,85,10,,F,13,M,M,C,S,0,,16,16,
8767,41461,POST KB TRAP 1,25-May-12,NWFN,RDW,721,,85,10,,D,13,M,M,C,S,0,,16,16,
8767,41462,POST KB TRAP 1,25-May-12,NWFN,RDW,727,,85,10,,H,13,M,M,C,S,2,,16,16,
8765,41457,POST KB TRAP 1,25-May-12,NWFN,RGL,721,,85,10,,L,13,M,M,C,S,1,,16,16,
8765,41458,POST KB TRAP 1,25-May-12,NWFN,RGL,737,,85,10,,P,13,M,M,C,S,0,,16,16,
8766,41459,POST KB TRAP 1,25-May-12,NWFN,TJH,721,,85,10,,J,13,M,M,C,S,0,,16,16,
8766,41460,POST KB TRAP 1,25-May-12,NWFN,TJH,737,,85,10,,N,13,M,M,C,S,0,,16,16,
8775,41476,POST KB TRAP 1,26-May-12,NWFN,JCS,749,,70,10,,F,13,M,M,C,S,0,,16,16,
8775,41479,POST KB TRAP 1,26-May-12,NWFN,JCS,756,,70,10,,L,13,M,M,C,S,1,,16,16,
8775,41485,POST KB TRAP 1,26-May-12,NWFN,JCS,808,,70,10,,R,13,M,M,C,S,0,,16,16,
8775,41487,POST KB TRAP 1,26-May-12,NWFN,JCS,814,,70,10,,X,13,M,M,C,S,0,,16,16,
8775,41488,POST KB TRAP 1,26-May-12,NWFN,JCS,822,,70,10,,Z,13,M,M,C,S,0,,16,16,
8781,41500,POST KB TRAP 1,26-May-12,NWFN,RGL,749,,70,10,,B,13,M,M,C,S,0,,16,16,
8781,41501,POST KB TRAP 1,26-May-12,NWFN,RGL,756,,70,10,,H,13,M,M,C,S,0,,16,16,
8781,41502,POST KB TRAP 1,26-May-12,NWFN,RGL,808,,70,10,,N,13,M,M,C,S,0,,16,16,
8781,41503,POST KB TRAP 1,26-May-12,NWFN,RGL,814,,70,10,,T,12,M,M,C,S,0,,16,16,"DOOR OPEN, TUBE IN WAY OF DOOR, FIXED"
8776,41477,POST KB TRAP 1,26-May-12,NWFN,TJH,749,,70,10,,D,13,M,M,C,S,0,,16,16,
8776,41481,POST KB TRAP 1,26-May-12,NWFN,TJH,756,,70,10,,J,13,M,M,C,S,0,,16,16,
8776,41482,POST KB TRAP 1,26-May-12,NWFN,TJH,808,,70,10,,P,13,M,M,C,S,0,,16,16,
8776,41484,POST KB TRAP 1,26-May-12,NWFN,TJH,814,,70,10,,V,13,M,M,C,S,0,,16,16,
8780,41507,POST KB TRAP 1,27-May-12,NWFN,JCS,737,,95,10,,D,13,M,M,C,S,0,,16,16,
8780,41508,POST KB TRAP 1,27-May-12,NWFN,JCS,742,,95,10,,H,13,M,M,C,S,0,,16,16,
8780,41509,POST KB TRAP 1,27-May-12,NWFN,JCS,747,,95,10,,L,13,M,M,C,S,0,,16,16,
8780,41510,POST KB TRAP 1,27-May-12,NWFN,JCS,755,,95,10,,P,13,M,M,C,S,0,,16,16,
8780,41511,POST KB TRAP 1,27-May-12,NWFN,JCS,803,,95,10,,T,13,M,M,C,S,0,,16,16,
8780,41512,POST KB TRAP 1,27-May-12,NWFN,JCS,810,,95,10,,X,13,M,M,C,S,0,,16,16,
8780,41513,POST KB TRAP 1,27-May-12,NWFN,JCS,816,,95,10,,Z,13,M,M,C,S,1,,16,16,
8777,41489,POST KB TRAP 1,27-May-12,NWFN,TJH,737,,95,10,,B,13,M,M,C,S,0,,16,16,
8777,41490,POST KB TRAP 1,27-May-12,NWFN,TJH,742,,95,10,,F,13,M,M,C,S,0,,16,16,
8777,41491,POST KB TRAP 1,27-May-12,NWFN,TJH,747,,95,10,,J,13,M,M,C,S,0,,16,16,
8777,41492,POST KB TRAP 1,27-May-12,NWFN,TJH,755,,95,10,,N,13,M,M,C,S,0,,16,16,
8777,41494,POST KB TRAP 1,27-May-12,NWFN,TJH,803,,95,10,,R,13,M,M,C,S,0,,16,16,
8777,41496,POST KB TRAP 1,27-May-12,NWFN,TJH,810,,95,10,,V,13,M,M,C,S,0,,16,16,
8783,41514,POST KB TRAP 1,28-May-12,NWFN,JCS,728,,85,10,,D,13,M,M,C,S,0,,16,16,
8783,41515,POST KB TRAP 1,28-May-12,NWFN,JCS,733,,85,10,,H,13,M,M,C,S,0,,16,16,
8783,41516,POST KB TRAP 1,28-May-12,NWFN,JCS,746,,85,10,,L,13,M,M,C,S,0,,16,16,
8783,41517,POST KB TRAP 1,28-May-12,NWFN,JCS,751,,85,10,,P,13,M,M,C,S,0,,16,16,
8783,41518,POST KB TRAP 1,28-May-12,NWFN,JCS,756,,85,10,,T,13,M,M,C,S,0,,16,16,
8783,41519,POST KB TRAP 1,28-May-12,NWFN,JCS,802,,85,10,,X,13,M,M,C,S,0,,16,16,
8771,41470,POST KB TRAP 1,28-May-12,NWFN,MJC,727,,85,10,,B,13,M,M,C,S,0,,16,16,
8771,41475,POST KB TRAP 1,28-May-12,NWFN,MJC,732,,85,10,,F,13,M,M,C,S,1,,16,16,
8771,41478,POST KB TRAP 1,28-May-12,NWFN,MJC,746,,85,10,,J,13,M,M,C,S,0,,16,16,
8771,41480,POST KB TRAP 1,28-May-12,NWFN,MJC,751,,85,10,,N,13,M,M,C,S,0,,16,16,
8771,41483,POST KB TRAP 1,28-May-12,NWFN,MJC,802,,85,10,,V,13,M,M,C,S,1,,16,16,
8771,41486,POST KB TRAP 1,28-May-12,NWFN,MJC,818,,85,10,,Z,13,M,M,C,S,0,,16,16,
8771,41520,POST KB TRAP 1,28-May-12,NWFN,MJC,756,,85,10,,R,13,M,M,C,S,0,,16,16,
8770,41468,POST KB TRAP 1,29-May-12,NWFN,EMS,630,,10,10,,J,13,M,M,C,S,0,,16,16,
8770,41469,POST KB TRAP 1,29-May-12,NWFN,EMS,644,,10,10,,T,13,M,M,C,S,1,,16,16,
8779,41497,POST KB TRAP 1,29-May-12,NWFN,MJC,638,,10,10,,D,13,M,M,C,S,1,,16,16,
8779,41498,POST KB TRAP 1,29-May-12,NWFN,MJC,656,,10,10,,N,13,M,M,C,S,2,,16,16,
8779,41499,POST KB TRAP 1,29-May-12,NWFN,MJC,720,,10,10,,X,13,M,M,C,S,1,,16,16,
8778,41493,POST KB TRAP 1,29-May-12,NWFN,PML,636,,10,10,,H,13,M,M,C,S,0,,16,16,
8778,41495,POST KB TRAP 1,29-May-12,NWFN,PML,644,,10,10,,R,13,M,M,C,S,1,,16,16,
8772,41471,POST KB TRAP 1,29-May-12,NWFN,RDW,637,,10,11,,F,13,M,M,C,S,0,,16,16,
8772,41472,POST KB TRAP 1,29-May-12,NWFN,RDW,649,,10,11,,P,13,M,M,C,S,0,,16,16,
8772,41473,POST KB TRAP 1,29-May-12,NWFN,RDW,703,,10,11,,Z,13,M,M,C,S,0,,16,16,
8782,41504,POST KB TRAP 1,29-May-12,NWFN,RGL,638,,10,10,,B,13,M,M,C,S,1,,16,16,
8782,41505,POST KB TRAP 1,29-May-12,NWFN,RGL,651,,10,10,,L,13,M,M,C,S,0,,16,16,
8782,41506,POST KB TRAP 1,29-May-12,NWFN,RGL,658,,10,10,,V,13,M,M,C,S,0,,16,16,
8785,41523,POST KB TRAP 1,30-May-12,NWFN,EMS,837,,60,10,,N,13,M,M,C,S,1,,16,16,
8785,41524,POST KB TRAP 1,30-May-12,NWFN,EMS,751,,60,10,,P,13,M,M,C,S,0,,16,16,
8788,41528,POST KB TRAP 1,30-May-12,NWFN,MJC,752,,60,10,,J,13,M,M,C,S,2,,16,16,
8788,41533,POST KB TRAP 1,30-May-12,NWFN,MJC,840,,60,10,,L,13,M,M,C,S,0,,16,16,
8784,41521,POST KB TRAP 1,30-May-12,NWFN,PML,751,,60,10,,R,13,M,M,C,S,1,,16,16,
8784,41522,POST KB TRAP 1,30-May-12,NWFN,PML,836,,60,10,,T,13,M,M,C,S,0,,16,16,
8789,41529,POST KB TRAP 1,30-May-12,NWFN,RDW,752,,60,10,,F,13,M,M,C,S,0,,16,16,
8789,41530,POST KB TRAP 1,30-May-12,NWFN,RDW,845,,60,10,,H,13,M,M,C,S,1,,16,16,
8786,41525,POST KB TRAP 1,30-May-12,NWFN,RGL,751,,60,10,,V,13,M,M,C,S,0,,16,16,
8786,41526,POST KB TRAP 1,30-May-12,NWFN,RGL,832,,60,10,,X,13,M,M,C,S,1,,16,16,
8787,41527,POST KB TRAP 1,30-May-12,NWFN,TJH,754,,60,10,,B,13,M,M,C,S,1,,16,16,
8787,41531,POST KB TRAP 1,30-May-12,NWFN,TJH,828,,60,10,,D,13,M,M,C,S,0,,16,16,
8787,41532,POST KB TRAP 1,30-May-12,NWFN,TJH,857,,60,10,,Z,13,M,M,C,S,1,,16,16,
8793,41540,POST KB TRAP 1,31-May-12,NWFN,EMS,634,,40,10,,H,13,M,M,C,S,2,,16,16,
